26616:0,0,23,-941,2016,0,,,-26.92392,;0,0,17,-983,-953,0,,,-41.64711,;0,0,29,-90,-2428,0,,,-35.3437,;0,0,21,1095,-393,0,,,-63.30463,;0,0,1,-4255,-105,0,,,-34.96674,;0,0,5,-2254,353,0,,,-28.63126,;0,0,2,-2185,-2390,0,,,-27.97344,;0,0,18,-4,-3149,0,,,102.4498,;0,0,39,-1180,-2266,0,,,-54.27378,;0,0,7,532,-1611,0,,,-33.53133,;0,0,19,-2409,-1133,0,,,-53.07523,;1,0,1,3919,-451,0,,,-145.7915,;1,0,10,-2217,-1217,0,,,-93.31381,;1,0,4,1361,-422,0,,,-51.52518,;1,0,18,-719,-2382,0,,,-162.6529,;1,0,15,906,-1676,0,,,-80.1154,;1,0,7,-1249,492,0,,,-73.92604,;1,0,12,789,487,0,,,-45.94726,;1,0,23,-127,-2662,0,,,-57.01425,;1,0,33,237,-2518,0,,,-70.20818,;1,0,5,-364,-938,0,,,-99.63332,;1,0,29,967,-2657,0,,,177.1408,;:26,-3098,12,0,A,Alive;:
26617:0,0,23,-935,2015,0,,,-26.37599,;0,0,17,-977,-954,0,,,-40.35529,;0,0,29,-77,-2434,0,,,-35.29617,;0,0,21,1104,-400,0,,,-63.729,;0,0,1,-4251,-103,0,,,-34.98621,;0,0,5,-2247,351,0,,,-27.43391,;0,0,2,-2182,-2394,0,,,-27.49956,;0,0,18,1,-3151,0,,,86.00345,;0,0,39,-1177,-2269,0,,,-53.87236,;0,0,7,544,-1612,0,,,-32.21443,;0,0,19,-2406,-1134,0,,,-51.96695,;1,0,1,3921,-455,0,,,-145.6963,;1,0,10,-2212,-1221,0,,,-92.21489,;1,0,4,1373,-428,0,,,-49.71908,;1,0,18,-716,-2385,0,,,-157.249,;1,0,15,917,-1680,0,,,-80.04096,;1,0,7,-1244,491,0,,,-72.59377,;1,0,12,800,483,0,,,-44.19785,;1,0,23,-116,-2680,0,,,-56.50203,;1,0,33,244,-2539,0,,,-70.64801,;1,0,5,-359,-937,0,,,-98.55109,;1,0,29,966,-2656,0,,,177.0054,;:37,-3104,12,0,A,Alive;:
26618:0,0,23,-929,2013,0,,,-25.67783,;0,0,17,-972,-955,0,,,-39.53374,;0,0,29,-64,-2439,0,,,-35.00376,;0,0,21,1113,-407,0,,,-64.09695,;0,0,1,-4247,-101,0,,,-35.01162,;0,0,5,-2241,349,0,,,-26.74359,;0,0,2,-2179,-2398,0,,,-27.27103,;0,0,18,6,-3153,0,,,69.55708,;0,0,39,-1173,-2272,0,,,-53.24607,;0,0,7,557,-1613,0,,,-30.52344,;0,0,19,-2402,-1135,0,,,-50.90294,;1,0,1,3922,-458,0,,,-145.5943,;1,0,10,-2207,-1224,0,,,-91.2248,;1,0,4,1384,-435,0,,,-48.58062,;1,0,18,-712,-2388,0,,,-157.4949,;1,0,15,927,-1683,0,,,-80.17387,;1,0,7,-1240,489,0,,,-71.54646,;1,0,12,812,480,0,,,-42.6431,;1,0,23,-104,-2699,0,,,-55.87833,;1,0,33,251,-2560,0,,,-70.96671,;1,0,5,-354,-936,0,,,-97.93579,;1,0,29,964,-2655,0,,,176.5625,;:49,-3111,12,0,A,Alive;:
26619:0,0,23,-923,2012,0,,,-24.93336,;0,0,17,-967,-957,0,,,-38.73663,;0,0,29,-51,-2445,0,,,-34.64112,;0,0,21,1122,-414,0,,,-64.43768,;0,0,1,-4243,-100,0,,,-35.03187,;0,0,5,-2234,347,0,,,-26.12577,;0,0,2,-2176,-2402,0,,,-27.0247,;0,0,18,12,-3155,0,,,53.11069,;0,0,39,-1169,-2275,0,,,-52.51682,;0,0,7,569,-1614,0,,,-28.78825,;0,0,19,-2399,-1137,0,,,-49.79078,;1,0,1,3924,-461,0,,,-145.5092,;1,0,10,-2201,-1228,0,,,-90.10608,;1,0,4,1396,-441,0,,,-47.98309,;1,0,18,-708,-2392,0,,,-157.6134,;1,0,15,938,-1686,0,,,-80.45158,;1,0,7,-1235,488,0,,,-70.79507,;1,0,12,825,477,0,,,-41.18973,;1,0,23,-92,-2717,0,,,-55.18161,;1,0,33,258,-2580,0,,,-71.1459,;1,0,5,-348,-935,0,,,-97.51757,;1,0,29,963,-2654,0,,,175.9184,;:60,-3116,12,0,A,Alive;:
26620:0,0,23,-916,2011,0,,,-24.14441,;0,0,17,-961,-958,0,,,-38.09161,;0,0,29,-37,-2451,0,,,-34.27849,;0,0,21,1131,-422,0,,,-64.76604,;0,0,1,-4239,-98,0,,,-35.04916,;0,0,5,-2227,345,0,,,-25.4155,;0,0,2,-2173,-2406,0,,,-26.72845,;0,0,18,18,-3157,0,,,36.66432,;0,0,39,-1165,-2278,0,,,-51.72974,;0,0,7,581,-1614,0,,,-27.03333,;0,0,19,-2395,-1138,0,,,-48.6949,;1,0,1,3926,-464,0,,,-145.4224,;1,0,10,-2195,-1231,0,,,-89.05461,;1,0,4,1408,-448,0,,,-47.38783,;1,0,18,-704,-2394,0,,,-157.6192,;1,0,15,949,-1690,0,,,-80.75422,;1,0,7,-1230,486,0,,,-69.75783,;1,0,12,837,473,0,,,-39.95086,;1,0,23,-79,-2735,0,,,-54.4084,;1,0,33,264,-2601,0,,,-71.15823,;1,0,5,-342,-934,0,,,-96.96809,;1,0,29,961,-2653,0,,,175.0293,;:71,-3121,12,0,A,Alive;:
26621:0,0,23,-910,2010,0,,,-23.3078,;0,0,17,-956,-959,0,,,-37.52,;0,0,29,-24,-2456,0,,,-33.91585,;0,0,21,1140,-429,0,,,-65.10825,;0,0,1,-4235,-96,0,,,-35.07048,;0,0,5,-2221,343,0,,,-24.59796,;0,0,2,-2170,-2409,0,,,-26.4009,;0,0,18,25,-3159,0,,,20.21794,;0,0,39,-1161,-2281,0,,,-50.91798,;0,0,7,593,-1614,0,,,-25.29049,;0,0,19,-2392,-1139,0,,,-47.67831,;1,0,1,3928,-468,0,,,-145.3424,;1,0,10,-2190,-1235,0,,,-88.18033,;1,0,4,1420,-456,0,,,-46.60888,;1,0,18,-700,-2397,0,,,-157.5797,;1,0,15,960,-1693,0,,,-80.99812,;1,0,7,-1225,485,0,,,-68.43349,;1,0,12,850,470,0,,,-38.99786,;1,0,23,-66,-2752,0,,,-53.55828,;1,0,33,271,-2621,0,,,-70.99068,;1,0,5,-336,-933,0,,,-96.22311,;1,0,29,959,-2652,0,,,173.9554,;:81,-3127,12,0,A,Alive;:
26622:0,0,23,-903,2009,0,,,-22.40013,;0,0,17,-951,-961,0,,,-36.97641,;0,0,29,-10,-2462,0,,,-33.55321,;0,0,21,1149,-436,0,,,-65.41976,;0,0,1,-4231,-95,0,,,-35.08652,;0,0,5,-2214,342,0,,,-23.78697,;0,0,2,-2166,-2413,0,,,-26.07154,;0,0,18,33,-3161,0,,,3.771576,;0,0,39,-1157,-2283,0,,,-49.99475,;0,0,7,606,-1614,0,,,-23.50138,;0,0,19,-2388,-1140,0,,,-46.72329,;1,0,1,3930,-471,0,,,-145.2588,;1,0,10,-2184,-1238,0,,,-87.36842,;1,0,4,1432,-463,0,,,-45.94583,;1,0,18,-696,-2400,0,,,-151.2717,;1,0,15,971,-1696,0,,,-81.25235,;1,0,7,-1220,484,0,,,-67.31094,;1,0,12,863,466,0,,,-38.30689,;1,0,23,-53,-2770,0,,,-52.63789,;1,0,33,278,-2641,0,,,-70.65153,;1,0,5,-330,-933,0,,,-95.50706,;1,0,29,958,-2650,0,,,173.0686,;:93,-3132,12,0,A,Alive;:
26623:0,0,23,-896,2008,0,,,-21.3405,;0,0,17,-945,-962,0,,,-36.51534,;0,0,29,5,-2467,0,,,-33.19057,;0,0,21,1159,-443,0,,,-65.56541,;0,0,1,-4227,-94,0,,,-35.1017,;0,0,5,-2207,340,0,,,-23.00546,;0,0,2,-2163,-2417,0,,,-25.64627,;0,0,18,41,-3163,0,,,-12.6748,;0,0,39,-1153,-2286,0,,,-48.68081,;0,0,7,618,-1614,0,,,-21.59104,;0,0,19,-2384,-1141,0,,,-45.80519,;1,0,1,3933,-474,0,,,-145.1844,;1,0,10,-2178,-1241,0,,,-86.46404,;1,0,4,1444,-471,0,,,-45.75045,;1,0,18,-691,-2404,0,,,-150.1403,;1,0,15,982,-1698,0,,,-81.74519,;1,0,7,-1215,483,0,,,-66.19733,;1,0,12,877,463,0,,,-37.86709,;1,0,23,-40,-2787,0,,,-51.64794,;1,0,33,285,-2661,0,,,-70.15251,;1,0,5,-324,-932,0,,,-94.93382,;1,0,29,956,-2649,0,,,172.2386,;:104,-3137,12,0,A,Alive;:
26624:0,0,23,-890,2008,0,,,-20.21921,;0,0,17,-940,-963,0,,,-36.09335,;0,0,29,19,-2473,0,,,-32.82794,;0,0,21,1167,-450,0,,,-65.56911,;0,0,1,-4223,-92,0,,,-35.11994,;0,0,5,-2201,339,0,,,-22.24524,;0,0,2,-2159,-2420,0,,,-25.13262,;0,0,18,49,-3165,0,,,-11.31525,;0,0,39,-1148,-2288,0,,,-47.10883,;0,0,7,630,-1613,0,,,-19.58672,;0,0,19,-2380,-1142,0,,,-44.88301,;1,0,1,3936,-478,0,,,-145.1089,;1,0,10,-2172,-1245,0,,,-85.5131,;1,0,4,1456,-478,0,,,-45.82251,;1,0,18,-687,-2407,0,,,-148.967,;1,0,15,993,-1701,0,,,-82.57409,;1,0,7,-1210,481,0,,,-64.99239,;1,0,12,890,459,0,,,-37.50694,;1,0,23,-27,-2803,0,,,-50.61058,;1,0,33,292,-2680,0,,,-69.53876,;1,0,5,-318,-931,0,,,-94.5056,;1,0,29,954,-2647,0,,,171.3901,;:114,-3143,12,0,A,Alive;:
26625:0,0,23,-883,2007,0,,,-19.07496,;0,0,17,-934,-965,0,,,-35.67994,;0,0,29,33,-2478,0,,,-32.4653,;0,0,21,1176,-457,0,,,-65.56039,;0,0,1,-4219,-91,0,,,-35.13085,;0,0,5,-2194,338,0,,,-21.38526,;0,0,2,-2155,-2424,0,,,-24.56177,;0,0,18,58,-3167,0,,,-10.23415,;0,0,39,-1144,-2290,0,,,-45.37482,;0,0,7,642,-1612,0,,,-17.5443,;0,0,19,-2376,-1143,0,,,-43.83624,;1,0,1,3940,-481,0,,,-145.0494,;1,0,10,-2167,-1248,0,,,-84.70915,;1,0,4,1468,-486,0,,,-45.98492,;1,0,18,-682,-2409,0,,,-147.5232,;1,0,15,1004,-1703,0,,,-83.49271,;1,0,7,-1205,480,0,,,-63.39151,;1,0,12,903,456,0,,,-37.15138,;1,0,23,-13,-2819,0,,,-49.5052,;1,0,33,299,-2700,0,,,-68.82898,;1,0,5,-312,-930,0,,,-93.88745,;1,0,29,953,-2645,0,,,170.4837,;:125,-3147,12,0,A,Alive;:
26626:0,0,23,-876,2007,0,,,-17.91432,;0,0,17,-929,-966,0,,,-35.27119,;0,0,29,48,-2482,0,,,-32.10266,;0,0,21,1185,-464,0,,,-65.54826,;0,0,1,-4215,-90,0,,,-35.13572,;0,0,5,-2188,337,0,,,-20.4021,;0,0,2,-2151,-2427,0,,,-23.93015,;0,0,18,67,-3168,0,,,-9.427231,;0,0,39,-1139,-2292,0,,,-43.48914,;0,0,7,654,-1611,0,,,-15.51315,;0,0,19,-2372,-1144,0,,,-42.45654,;1,0,1,3943,-484,0,,,-144.9913,;1,0,10,-2161,-1251,0,,,-84.16569,;1,0,4,1480,-493,0,,,-46.14733,;1,0,18,-678,-2412,0,,,-145.8328,;1,0,15,1015,-1705,0,,,-84.44858,;1,0,7,-1200,479,0,,,-61.4994,;1,0,12,916,453,0,,,-36.72604,;1,0,23,0,-2835,0,,,-48.38926,;1,0,33,306,-2719,0,,,-68.04813,;1,0,5,-305,-930,0,,,-93.00227,;1,0,29,951,-2643,0,,,169.3246,;:136,-3151,12,0,A,Alive;:
26627:0,0,23,-869,2006,0,,,-16.74718,;0,0,17,-923,-968,0,,,-34.80132,;0,0,29,63,-2487,0,,,-31.74002,;0,0,21,1194,-471,0,,,-65.39965,;0,0,1,-4210,-88,0,,,-35.13319,;0,0,5,-2182,336,0,,,-19.35461,;0,0,2,-2147,-2430,0,,,-23.26497,;0,0,18,77,-3170,0,,,-8.87719,;0,0,39,-1134,-2294,0,,,-41.50223,;0,0,7,665,-1610,0,,,-13.52236,;0,0,19,-2367,-1144,0,,,-40.95818,;1,0,1,3947,-488,0,,,-144.9474,;1,0,10,-2156,-1254,0,,,-83.83801,;1,0,4,1493,-501,0,,,-46.30974,;1,0,18,-673,-2415,0,,,-145.5066,;1,0,15,1026,-1707,0,,,-85.46239,;1,0,7,-1195,478,0,,,-59.851,;1,0,12,929,449,0,,,-36.30451,;1,0,23,14,-2850,0,,,-47.31252,;1,0,33,314,-2738,0,,,-67.15542,;1,0,5,-299,-929,0,,,-92.17975,;1,0,29,950,-2642,0,,,168.0794,;:146,-3154,12,0,A,Alive;:
26628:0,0,23,-862,2006,0,,,-15.50371,;0,0,17,-918,-969,0,,,-34.23555,;0,0,29,77,-2491,0,,,-31.37739,;0,0,21,1202,-478,0,,,-65.06657,;0,0,1,-4206,-87,0,,,-35.06157,;0,0,5,-2175,335,0,,,-18.08183,;0,0,2,-2143,-2434,0,,,-22.49632,;0,0,18,86,-3171,0,,,-8.564989,;0,0,39,-1129,-2295,0,,,-38.90503,;0,0,7,677,-1608,0,,,-11.50511,;0,0,19,-2363,-1145,0,,,-39.43819,;1,0,1,3951,-491,0,,,-144.9721,;1,0,10,-2150,-1257,0,,,-83.57096,;1,0,4,1505,-509,0,,,-46.47215,;1,0,18,-668,-2417,0,,,-144.1125,;1,0,15,1037,-1709,0,,,-86.25201,;1,0,7,-1190,477,0,,,-57.65083,;1,0,12,942,446,0,,,-36.15155,;1,0,23,27,-2865,0,,,-46.30503,;1,0,33,321,-2756,0,,,-66.13354,;1,0,5,-292,-929,0,,,-91.35726,;1,0,29,948,-2640,0,,,166.4501,;:158,-3150,12,0,A,Alive;:
26629:0,0,23,-854,2005,0,,,-14.14235,;0,0,17,-913,-971,0,,,-33.56062,;0,0,29,92,-2495,0,,,-31.01475,;0,0,21,1211,-486,0,,,-64.67126,;0,0,1,-4202,-86,0,,,-34.91565,;0,0,5,-2169,335,0,,,-16.64584,;0,0,2,-2139,-2437,0,,,-21.75462,;0,0,18,95,-3172,0,,,-8.529887,;0,0,39,-1124,-2297,0,,,-36.07559,;0,0,7,688,-1606,0,,,-9.534214,;0,0,19,-2358,-1145,0,,,-37.8786,;1,0,1,3955,-494,0,,,-145.0891,;1,0,10,-2144,-1260,0,,,-83.46319,;1,0,4,1518,-516,0,,,-46.63471,;1,0,18,-664,-2419,0,,,-142.9468,;1,0,15,1048,-1711,0,,,-86.84052,;1,0,7,-1184,476,0,,,-55.02862,;1,0,12,956,443,0,,,-36.04264,;1,0,23,41,-2879,0,,,-45.341,;1,0,33,329,-2774,0,,,-64.96301,;1,0,5,-285,-928,0,,,-90.63521,;1,0,29,947,-2639,0,,,164.3919,;:169,-3137,12,0,A,Alive;:
26630:0,0,23,-847,2005,0,,,-12.75107,;0,0,17,-907,-972,0,,,-32.82856,;0,0,29,106,-2499,0,,,-30.65211,;0,0,21,1219,-493,0,,,-64.25864,;0,0,1,-4197,-85,0,,,-34.68694,;0,0,5,-2162,334,0,,,-15.22891,;0,0,2,-2135,-2439,0,,,-21.08122,;0,0,18,103,-3173,0,,,-8.901602,;0,0,39,-1119,-2298,0,,,-33.23013,;0,0,7,699,-1604,0,,,-7.730497,;0,0,19,-2354,-1145,0,,,-36.22764,;1,0,1,3959,-497,0,,,-145.2977,;1,0,10,-2139,-1263,0,,,-83.56238,;1,0,4,1530,-524,0,,,-46.85279,;1,0,18,-659,-2422,0,,,-141.903,;1,0,15,1059,-1712,0,,,-87.444,;1,0,7,-1179,475,0,,,-52.61266,;1,0,12,969,440,0,,,-35.93516,;1,0,23,55,-2893,0,,,-44.44165,;1,0,33,338,-2791,0,,,-63.65761,;1,0,5,-278,-928,0,,,-89.66664,;1,0,29,945,-2637,0,,,162.3568,;:180,-3115,12,0,A,Alive;:
26631:0,0,23,-840,2005,0,,,-11.39092,;0,0,17,-901,-974,0,,,-32.00927,;0,0,29,121,-2503,0,,,-30.28948,;0,0,21,1228,-501,0,,,-63.8196,;0,0,1,-4193,-84,0,,,-34.37917,;0,0,5,-2156,334,0,,,-13.87002,;0,0,2,-2131,-2442,0,,,-20.57905,;0,0,18,111,-3173,0,,,-9.636769,;0,0,39,-1113,-2299,0,,,-30.44255,;0,0,7,710,-1602,0,,,-6.0494,;0,0,19,-2349,-1145,0,,,-34.66175,;1,0,1,3964,-500,0,,,-145.605,;1,0,10,-2133,-1266,0,,,-83.83549,;1,0,4,1542,-531,0,,,-47.10654,;1,0,18,-654,-2424,0,,,-140.5026,;1,0,15,1070,-1713,0,,,-88.12604,;1,0,7,-1174,474,0,,,-50.79105,;1,0,12,983,437,0,,,-35.77462,;1,0,23,69,-2906,0,,,-43.60287,;1,0,33,346,-2807,0,,,-62.19502,;1,0,5,-270,-927,0,,,-88.40782,;1,0,29,944,-2635,0,,,158.6081,;:191,-3083,12,0,A,Alive;:
